id,originalName,technology,tag,standard
1001146,"Avoid Programs having cursors that doesn't contain the ""FOR UPDATE"" clause and not containing the ""FOR READ ONLY"" or ""FOR FETCH ONLY"" clause (PL1)",PLI,** missing tag **,** missing standard **
1001148,Avoid Main Procedures not having an ON ERROR clause (PL1),PLI,** missing tag **,** missing standard **
1001150,Avoid Functions and Procedures having a SELECT without the default OTHERWISE clause (PL1),PLI,** missing tag **,** missing standard **
1001152,Avoid Programs having files declared as RECORD INPUT or RECORD UPDATE and not having the ON EOF or ON ENDFILE statement (PL1),PLI,** missing tag **,** missing standard **
1001154,Avoid Programs having files declared and not having the ON UNDF or ON UNDEFINEDFILE statement except SYSPRINT and SYSIN (PL1),PLI,** missing tag **,** missing standard **
1001156,Avoid PL1 Errors Blocks having ON ERROR SYSTEM blocks and not containing and displaying ONCODE and ONLOC (PL1),PLI,** missing tag **,** missing standard **
1001158,Avoid Functions and Procedures not testing the SQLCODE return code after each SQL statement (PL1),PLI,** missing tag **,** missing standard **
1001160,"Avoid PLI Main procedures, PL1 function and PL1 Procedures using GOTO statement (PL1)",PLI,** missing tag **,** missing standard **
1001162,Avoid PLC Copybook using GOTO statement (PL1),PLC,** missing tag **,** missing standard **
1001164,Avoid Main procedures using the DATE builtin function (PL1),PLI,** missing tag **,** missing standard **
1001166,Avoid Main procedures using the DATE builtin Function via include PLC (PL1),PLI,** missing tag **,** missing standard **
1001168,Avoid Functions and Procedures not having variable declared on a separate line (PL1),PLI,** missing tag **,** missing standard **
1001170,Avoid Main Procedures having LEAVE statement (PL1),PLI,** missing tag **,** missing standard **
1001172,Avoid Programs overriding the *PROCESS statement (PL1),PLI,** missing tag **,** missing standard **
1001174,Avoid Programs declaring STATIC variables (PL1),PLI,** missing tag **,** missing standard **
1001176,"Avoid Programs having FIXED without BIN or BINARY or DEC or DECIMAL.The character ""("" is mandatory. (PL1)",PLI,** missing tag **,** missing standard **
1001178,Avoid PLI Programs with more then XX Procedures (PL1),PLI,** missing tag **,** missing standard **
1001180,Avoid PLI Programs with more then 5 internal File structures (PL1),PLI,** missing tag **,** missing standard **
1001182,Avoid PLI Programs with more then 500 LoC and less then 5 Procedures (PL1),PLI,** missing tag **,** missing standard **
1001184,Avoid PLI Programs with more than XX lines of code (PL1),PLI,** missing tag **,** missing standard **
1001186,Avoid PLC Copybook with more than XX lines of code (PL1),PLC,** missing tag **,** missing standard **
1001188,Avoid PLI Procedures & Functions with more than 100 lines of code (PL1),PLI,** missing tag **,** missing standard **
1001190,Avoid PLC Procedures & Functions with more than 100 lines of code (PL1),PLC,** missing tag **,** missing standard **
1002000,Do not use EQUIVALENCE in Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002002,Do not use EQUIVALENCE in Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002004,Do not use EQUIVALENCE in Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002006,Do not use EQUIVALENCE in Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002008,Do not use COMMON blocks in Fortran-90 in Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002010,Do not use COMMON blocks in Fortran-90 in Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002012,Do not use COMMON blocks in Fortran-90 in Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002014,Do not use COMMON blocks in Fortran-90 in Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002016,Process the default case in the instruction SELECT CASE in Fortran-90 Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002018,Process the default case in the instruction SELECT CASE in Fortran-90 Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002020,Process the default case in the instruction SELECT CASE in Fortran-90 Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002022,Process the default case in the instruction SELECT CASE in Fortran-90 Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002024,Avoid using too many GOTO statement in Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002026,Avoid using too many GOTO statement in Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002028,Avoid using too many GOTO statement in Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002030,Avoid using too many GOTO statement in Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002032,"Any Data must be declared, use IMPLICIT NONE in Programs (FORTRAN)",Fortran,** missing tag **,** missing standard **
1002034,"Any Data must be declared, use IMPLICIT NONE in Subroutines (FORTRAN)",Fortran,** missing tag **,** missing standard **
1002036,"Any Data must be declared, use IMPLICIT NONE in Functions (FORTRAN)",Fortran,** missing tag **,** missing standard **
1002038,"Any Data must be declared, use IMPLICIT NONE in Modules (FORTRAN)",Fortran,** missing tag **,** missing standard **
1002040,Avoid using too many CONTINUE statements in Fortran-77 Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002042,Avoid using too many CONTINUE statements in Fortran-77 Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002044,Avoid using too many CONTINUE statements in Fortran-77 Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002046,Avoid using too many CONTINUE statements in Fortran-77 Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002048,Avoid using too many CYCLE or/and EXIT statements in Fortran-90 Program (FORTRAN),Fortran,** missing tag **,** missing standard **
1002050,Avoid using too many CYCLE or/and EXIT statements in Fortran-90 Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002052,Avoid using too many CYCLE or/and EXIT statements in Fortran-90 Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002054,Avoid using too many CYCLE or/and EXIT statements in Fortran-90 Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002056,Avoid Programs with High Cyclomatic Complexity (FORTRAN),Fortran,** missing tag **,** missing standard **
1002058,Avoid Subroutines with High Cyclomatic Complexity (FORTRAN),Fortran,** missing tag **,** missing standard **
1002060,Avoid Functions with High Cyclomatic Complexity (FORTRAN),Fortran,** missing tag **,** missing standard **
1002062,Avoid Modules with High Cyclomatic Complexity (FORTRAN),Fortran,** missing tag **,** missing standard **
1002064,Avoid too many Exit statements in Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002066,Avoid too many Exit statements in Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002068,Avoid too many Exit statements in Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002070,Avoid too many Exit statements in Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002072,Avoid too many Entry statements in Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002074,Avoid too many Entry statements in Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002076,Avoid too many Entry statements in Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002078,Avoid too many Entry statements in Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002080,Avoid too many Exit and Entry points in Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002082,Avoid too many Exit and Entry points in Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002084,Avoid too many Exit and Entry points in Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002086,Avoid too many Exit and Entry points in Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002088,Avoid too many Statements (STMT) in a Subroutine (FORTRAN),Fortran,** missing tag **,** missing standard **
1002090,Avoid too many Statements (STMT) in a Program (FORTRAN),Fortran,** missing tag **,** missing standard **
1002092,Avoid too many Statements (STMT) in a Function (FORTRAN),Fortran,** missing tag **,** missing standard **
1002094,Avoid too many Statements (STMT) in a Module (FORTRAN),Fortran,** missing tag **,** missing standard **
1002096,Avoid using global SAVE in Fortran-90 Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002098,Avoid using global SAVE in Fortran-90 Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002100,Avoid using global SAVE in Fortran-90 Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002102,Limit the use of the attribute ALLOCATE in Fortran-90 Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002104,Limit the use of the attribute ALLOCATE in Fortran-90 Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002106,Limit the use of the attribute ALLOCATE in Fortran-90 Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002108,Limit the use of the attribute ALLOCATE in Fortran-90 Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002110,Avoid Programs with High Average size of Statements (AVGS) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002112,Avoid Subroutines with High Average size of Statements (AVGS) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002114,Avoid Functions with High Average size of Statements (AVGS) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002116,Avoid Modules with High Average size of Statements (AVGS) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002118,Avoid Programs with High Program Length (PR_LGTH) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002120,Avoid Subroutines with High Program Length (PR_LGTH) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002122,Avoid Functions with High Program Length (PR_LGTH) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002124,Avoid Modules with High Program Length (PR_LGTH) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002126,Avoid Programs with High Vocabulary Frequency (VOCF) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002128,Avoid Subroutines with High Vocabulary Frequency (VOCF) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002130,Avoid Functions with High Vocabulary Frequency (VOCF) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002132,Avoid Modules with High Vocabulary Frequency (VOCF) (FORTRAN),Fortran,** missing tag **,** missing standard **
1002134,Avoid Programs with more then 1 statement per line (FORTRAN),Fortran,** missing tag **,** missing standard **
1002136,Avoid Subroutines with more then 1 statement per line (FORTRAN),Fortran,** missing tag **,** missing standard **
1002138,Avoid Functions with more then 1 statement per line (FORTRAN),Fortran,** missing tag **,** missing standard **
1002140,Avoid Modules with more then 1 statement per line (FORTRAN),Fortran,** missing tag **,** missing standard **
1002142,Unavoid un-deallocated variables or arrays in Fortran-90 Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002144,Unavoid un-deallocated variables or arrays in Fortran-90 Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002146,Unavoid un-deallocated variables or arrays in Fortran-90 Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002148,Unavoid un-deallocated variables or arrays in Fortran-90 Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002150,Avoid Programs with a high Fan-in (FORTRAN),Fortran,** missing tag **,** missing standard **
1002152,Avoid Subroutines with a high Fan-in (FORTRAN),Fortran,** missing tag **,** missing standard **
1002154,Avoid Subroutines with a high Fan-out (FORTRAN),Fortran,** missing tag **,** missing standard **
1002156,Avoid Functions with a high Fan-in (FORTRAN),Fortran,** missing tag **,** missing standard **
1002158,Avoid Functions with a high Fan-out (FORTRAN),Fortran,** missing tag **,** missing standard **
1002160,Avoid undocumented Programs (FORTRAN),Fortran,** missing tag **,** missing standard **
1002162,Avoid undocumented Subroutines (FORTRAN),Fortran,** missing tag **,** missing standard **
1002164,Avoid undocumented Functions (FORTRAN),Fortran,** missing tag **,** missing standard **
1002166,Avoid undocumented Modules (FORTRAN),Fortran,** missing tag **,** missing standard **
1002168,Avoid Programs with a low comment/code ratio (FORTRAN),Fortran,** missing tag **,** missing standard **
1002170,Avoid Subroutines with a low comment/code ratio,Fortran,** missing tag **,** missing standard **
1002172,Avoid Functions with a low comment/code ratio (FORTRAN),Fortran,** missing tag **,** missing standard **
